url_cidade,codigo_cidade,cidade,uf
http://www.cptec.inpe.br/cidades/tempo/424,424,ALVORADA DO GURGUÉIA,PI
http://www.cptec.inpe.br/cidades/tempo/1437,1437,CEDRO,PE
http://www.cptec.inpe.br/cidades/tempo/2687,2687,JACOBINA DO PIAUÍ,PI
http://www.cptec.inpe.br/cidades/tempo/4232,4232,PUREZA,RN
http://www.cptec.inpe.br/cidades/tempo/3492,3492,NOVA BOA VISTA,RS
http://www.cptec.inpe.br/cidades/tempo/1777,1777,DIAS D´ÁVILA,BA
http://www.cptec.inpe.br/cidades/tempo/2234,2234,GUARARÁ,MG
http://www.cptec.inpe.br/cidades/tempo/1107,1107,CAFELÂNDIA,PR
http://www.cptec.inpe.br/cidades/tempo/4411,4411,RIO PIRACICABA,MG
http://www.cptec.inpe.br/cidades/tempo/4026,4026,PIRAPÓ,RS
http://www.cptec.inpe.br/cidades/tempo/1987,1987,FELIZ NATAL,MT
http://www.cptec.inpe.br/cidades/tempo/602,602,ARAÚJOS,MG
http://www.cptec.inpe.br/cidades/tempo/2494,2494,ITABELA,BA
http://www.cptec.inpe.br/cidades/tempo/1769,1769,DIADEMA,SP
http://www.cptec.inpe.br/cidades/tempo/2201,2201,GUANHÃES,MG
http://www.cptec.inpe.br/cidades/tempo/949,949,BONITO,MS
http://www.cptec.inpe.br/cidades/tempo/485,485,ANGICOS,RN
http://www.cptec.inpe.br/cidades/tempo/3197,3197,MATEUS LEME,MG
http://www.cptec.inpe.br/cidades/tempo/3491,3491,NOVA BELÉM,MG
http://www.cptec.inpe.br/cidades/tempo/4003,4003,PIQUEROBI,SP
http://www.cptec.inpe.br/cidades/tempo/2117,2117,GENTIL,RS
http://www.cptec.inpe.br/cidades/tempo/4081,4081,POJUCA,BA
http://www.cptec.inpe.br/cidades/tempo/702,702,BAIXIO,CE
http://www.cptec.inpe.br/cidades/tempo/4928,4928,SÃO JOSÉ DE RIBAMAR,MA
http://www.cptec.inpe.br/cidades/tempo/1604,1604,CORDEIRÓPOLIS,SP
http://www.cptec.inpe.br/cidades/tempo/4106,4106,PONTES E LACERDA,MT
http://www.cptec.inpe.br/cidades/tempo/1762,1762,DESCALVADO,SP
http://www.cptec.inpe.br/cidades/tempo/5439,5439,TRÊS BARRAS,SC
http://www.cptec.inpe.br/cidades/tempo/3155,3155,MARILAC,MG
http://www.cptec.inpe.br/cidades/tempo/2420,2420,INHAÚMA,MG
http://www.cptec.inpe.br/cidades/tempo/1394,1394,CÁSSIA DOS COQUEIROS,SP
http://www.cptec.inpe.br/cidades/tempo/1919,1919,ESPIGÃO D´OESTE,RO
http://www.cptec.inpe.br/cidades/tempo/3573,3573,NOVA UBIRATÃ,MT
http://www.cptec.inpe.br/cidades/tempo/4355,4355,RIBEIRÃO PRETO,SP
http://www.cptec.inpe.br/cidades/tempo/586,586,ARARAQUARA,SP
http://www.cptec.inpe.br/cidades/tempo/3731,3731,PALMEIRINA,PE
http://www.cptec.inpe.br/cidades/tempo/3134,3134,MARCELINO VIEIRA,RN
http://www.cptec.inpe.br/cidades/tempo/5292,5292,TAIPU,RN
http://www.cptec.inpe.br/cidades/tempo/237,237,PORTO ALEGRE,RS
http://www.cptec.inpe.br/cidades/tempo/4792,4792,SÃO DOMINGOS DO PRATA,MG
http://www.cptec.inpe.br/cidades/tempo/1273,1273,CANUDOS,BA
http://www.cptec.inpe.br/cidades/tempo/523,523,APIAÍ,SP
http://www.cptec.inpe.br/cidades/tempo/1120,1120,CAIRU,BA
http://www.cptec.inpe.br/cidades/tempo/1592,1592,CONSOLAÇÃO,MG
http://www.cptec.inpe.br/cidades/tempo/3451,3451,NERÓPOLIS,GO
http://www.cptec.inpe.br/cidades/tempo/5008,5008,SÃO MIGUEL DO GUAMÁ,PA
http://www.cptec.inpe.br/cidades/tempo/1229,1229,CANA VERDE,MG
http://www.cptec.inpe.br/cidades/tempo/4601,4601,SANTA MARIA DA SERRA,SP
http://www.cptec.inpe.br/cidades/tempo/2652,2652,ITUPIRANGA,PA
http://www.cptec.inpe.br/cidades/tempo/2116,2116,GENERAL SAMPAIO,CE
http://www.cptec.inpe.br/cidades/tempo/2667,2667,JABOATÃO DOS GUARARAPES,PE
http://www.cptec.inpe.br/cidades/tempo/698,698,BAIANÓPOLIS,BA
http://www.cptec.inpe.br/cidades/tempo/4368,4368,RIO BONITO DO IGUAÇU,PR
http://www.cptec.inpe.br/cidades/tempo/1588,1588,CONQUISTA,MG
http://www.cptec.inpe.br/cidades/tempo/4839,4839,SÃO GONÇALO DO GURGUÉIA,PI
http://www.cptec.inpe.br/cidades/tempo/904,904,BOM JARDIM,RJ
http://www.cptec.inpe.br/cidades/tempo/4524,4524,SANTA BÁRBARA DO PARÁ,PA
http://www.cptec.inpe.br/cidades/tempo/2511,2511,ITAETÉ,BA
http://www.cptec.inpe.br/cidades/tempo/4708,4708,SANTO ANTÔNIO DA BARRA,GO
http://www.cptec.inpe.br/cidades/tempo/1387,1387,CASCAVEL,PR
http://www.cptec.inpe.br/cidades/tempo/3116,3116,MARAGOGI,AL
http://www.cptec.inpe.br/cidades/tempo/4610,4610,SANTA MARIA DO SALTO,MG
http://www.cptec.inpe.br/cidades/tempo/3332,3332,MONTE ALEGRE DOS CAMPOS,RS
http://www.cptec.inpe.br/cidades/tempo/5117,5117,SEBASTIÃO LARANJEIRAS,BA
http://www.cptec.inpe.br/cidades/tempo/661,661,ATALANTA,SC
http://www.cptec.inpe.br/cidades/tempo/764,764,BARRA DO MENDES,BA
http://www.cptec.inpe.br/cidades/tempo/2793,2793,JOÃO COSTA,PI
http://www.cptec.inpe.br/cidades/tempo/275,275,AÇUCENA,MG
http://www.cptec.inpe.br/cidades/tempo/5741,5741,ALTÔNIA,PR
http://www.cptec.inpe.br/cidades/tempo/4471,4471,SABINÓPOLIS,MG
http://www.cptec.inpe.br/cidades/tempo/2699,2699,JAGUARÉ,ES
http://www.cptec.inpe.br/cidades/tempo/2378,2378,ILHA GRANDE,PI
http://www.cptec.inpe.br/cidades/tempo/3572,3572,NOVA TRENTO,SC
http://www.cptec.inpe.br/cidades/tempo/4220,4220,PRIMEIRA CRUZ,MA
http://www.cptec.inpe.br/cidades/tempo/5260,5260,SUL BRASIL,SC
http://www.cptec.inpe.br/cidades/tempo/1805,1805,DOIS RIACHOS,AL
http://www.cptec.inpe.br/cidades/tempo/462,462,ANANINDEUA,PA
http://www.cptec.inpe.br/cidades/tempo/4416,4416,RIO REAL,BA
http://www.cptec.inpe.br/cidades/tempo/5467,5467,TUBARÃO,SC
http://www.cptec.inpe.br/cidades/tempo/235,235,NATAL,RN
http://www.cptec.inpe.br/cidades/tempo/5275,5275,TABOÃO DA SERRA,SP
http://www.cptec.inpe.br/cidades/tempo/4004,4004,PIQUET CARNEIRO,CE
http://www.cptec.inpe.br/cidades/tempo/3853,3853,PAULISTANA,PI
http://www.cptec.inpe.br/cidades/tempo/877,877,BOA VENTURA DE SÃO ROQUE,PR
http://www.cptec.inpe.br/cidades/tempo/674,674,AURORA,CE
http://www.cptec.inpe.br/cidades/tempo/4700,4700,SANTO AMARO DAS BROTAS,SE
http://www.cptec.inpe.br/cidades/tempo/1841,1841,DOUTOR CAMARGO,PR
http://www.cptec.inpe.br/cidades/tempo/2032,2032,FONTE BOA,AM
http://www.cptec.inpe.br/cidades/tempo/400,400,ALTO JEQUITIBÁ,MG
http://www.cptec.inpe.br/cidades/tempo/4057,4057,PLANALTO,BA
http://www.cptec.inpe.br/cidades/tempo/985,985,BRASILÉIA,AC
http://www.cptec.inpe.br/cidades/tempo/3299,3299,MODELO,SC
http://www.cptec.inpe.br/cidades/tempo/1221,1221,CAMPOS GERAIS,MG
http://www.cptec.inpe.br/cidades/tempo/3625,3625,OLHO D´ÁGUA DAS FLORES,AL
http://www.cptec.inpe.br/cidades/tempo/4000,4000,PINTÓPOLIS,MG
http://www.cptec.inpe.br/cidades/tempo/502,502,ANTÔNIO ALMEIDA,PI
http://www.cptec.inpe.br/cidades/tempo/4559,4559,SANTA FÉ DE GOIÁS,GO
http://www.cptec.inpe.br/cidades/tempo/3504,3504,NOVA CRIXÁS,GO
http://www.cptec.inpe.br/cidades/tempo/740,740,BARBOSA FERRAZ,PR
http://www.cptec.inpe.br/cidades/tempo/468,468,ANCHIETA,ES
http://www.cptec.inpe.br/cidades/tempo/3081,3081,MANARI,PE
http://www.cptec.inpe.br/cidades/tempo/5250,5250,SOROCABA,SP
http://www.cptec.inpe.br/cidades/tempo/2314,2314,IBIPORÃ,PR
http://www.cptec.inpe.br/cidades/tempo/4571,4571,SANTA HELENA DE GOIÁS,GO
http://www.cptec.inpe.br/cidades/tempo/607,607,ARCOVERDE,PE
http://www.cptec.inpe.br/cidades/tempo/3990,3990,PINHALZINHO,SC
http://www.cptec.inpe.br/cidades/tempo/5885,5885,SANTO ANTONIO DO LEITE,MG
http://www.cptec.inpe.br/cidades/tempo/2057,2057,FRANCINÓPOLIS,PI
http://www.cptec.inpe.br/cidades/tempo/4613,4613,SANTA MARIA MADALENA,RJ
http://www.cptec.inpe.br/cidades/tempo/5902,5902,PRAIA DE PIPA,RN
http://www.cptec.inpe.br/cidades/tempo/3283,3283,MIRANGABA,BA
http://www.cptec.inpe.br/cidades/tempo/5043,5043,SÃO RAIMUNDO NONATO,PI
http://www.cptec.inpe.br/cidades/tempo/3133,3133,MARCELINO RAMOS,RS
http://www.cptec.inpe.br/cidades/tempo/4718,4718,SANTO ANTÔNIO DO ARACANGUÁ,SP
http://www.cptec.inpe.br/cidades/tempo/1438,1438,CEDRO DE SÃO JOÃO,SE
http://www.cptec.inpe.br/cidades/tempo/428,428,AMAJARI,RR
http://www.cptec.inpe.br/cidades/tempo/834,834,BELTERRA,PA
http://www.cptec.inpe.br/cidades/tempo/3455,3455,NICOLAU VERGUEIRO,RS
http://www.cptec.inpe.br/cidades/tempo/5303,5303,TANGARÁ,SC
http://www.cptec.inpe.br/cidades/tempo/797,797,BARUERI,SP
http://www.cptec.inpe.br/cidades/tempo/4050,4050,PIUM,TO
http://www.cptec.inpe.br/cidades/tempo/4566,4566,SANTA GERTRUDES,SP
http://www.cptec.inpe.br/cidades/tempo/4886,4886,SÃO JOÃO DO PACUÍ,MG
http://www.cptec.inpe.br/cidades/tempo/3023,3023,LUZILÂNDIA,PI
http://www.cptec.inpe.br/cidades/tempo/4095,4095,PONTALINA,GO
http://www.cptec.inpe.br/cidades/tempo/4984,4984,SÃO LUIZ DO NORTE,GO
http://www.cptec.inpe.br/cidades/tempo/1763,1763,DESCANSO,SC
http://www.cptec.inpe.br/cidades/tempo/4870,4870,SÃO JOÃO DE IRACEMA,SP
http://www.cptec.inpe.br/cidades/tempo/2579,2579,ITAPETINGA,BA
http://www.cptec.inpe.br/cidades/tempo/1212,1212,CAMPO NOVO DO PARECIS,MT
http://www.cptec.inpe.br/cidades/tempo/3106,3106,MARAÃ,AM
http://www.cptec.inpe.br/cidades/tempo/1574,1574,CONDADO,PB
http://www.cptec.inpe.br/cidades/tempo/2798,2798,JOÃO NEIVA,ES
http://www.cptec.inpe.br/cidades/tempo/2181,2181,GROAÍRAS,CE
http://www.cptec.inpe.br/cidades/tempo/311,311,ÁGUAS DA PRATA,SP
http://www.cptec.inpe.br/cidades/tempo/2871,2871,LADAINHA,MG
http://www.cptec.inpe.br/cidades/tempo/510,510,ANTÔNIO OLINTO,PR
http://www.cptec.inpe.br/cidades/tempo/955,955,BOQUEIRÃO DO PIAUÍ,PI
http://www.cptec.inpe.br/cidades/tempo/3668,3668,OURO BRANCO,RN
http://www.cptec.inpe.br/cidades/tempo/5850,5850,AROEIRAS DO ITAIM,PI
http://www.cptec.inpe.br/cidades/tempo/267,267,ACARAÚ,CE
http://www.cptec.inpe.br/cidades/tempo/1115,1115,CAIÇARA,RS
http://www.cptec.inpe.br/cidades/tempo/2408,2408,INDIAPORÃ,SP
http://www.cptec.inpe.br/cidades/tempo/808,808,BEBERIBE,CE
http://www.cptec.inpe.br/cidades/tempo/4037,4037,PIRENÓPOLIS,GO
http://www.cptec.inpe.br/cidades/tempo/5469,5469,TUCUMÃ,PA
http://www.cptec.inpe.br/cidades/tempo/582,582,ARAPUTANGA,MT
http://www.cptec.inpe.br/cidades/tempo/513,513,APARECIDA,PB
http://www.cptec.inpe.br/cidades/tempo/4727,4727,SANTO ANTÔNIO DO LEVERGER,MT
http://www.cptec.inpe.br/cidades/tempo/5901,5901,GENIPABU,RN
http://www.cptec.inpe.br/cidades/tempo/2214,2214,GUARACI,PR
http://www.cptec.inpe.br/cidades/tempo/3228,3228,MAXIMILIANO DE ALMEIDA,RS
http://www.cptec.inpe.br/cidades/tempo/3789,3789,PARATI (PARATY),RJ
http://www.cptec.inpe.br/cidades/tempo/3035,3035,MACAÚBAS,BA
http://www.cptec.inpe.br/cidades/tempo/466,466,ANASTÁCIO,MS
http://www.cptec.inpe.br/cidades/tempo/1346,1346,CARIÚS,CE
http://www.cptec.inpe.br/cidades/tempo/2816,2816,JOSÉ RAYDAN,MG
http://www.cptec.inpe.br/cidades/tempo/2197,2197,GUAJERU,BA
http://www.cptec.inpe.br/cidades/tempo/2978,2978,LIMOEIRO DO AJURU,PA
http://www.cptec.inpe.br/cidades/tempo/864,864,BIRIGUI,SP
http://www.cptec.inpe.br/cidades/tempo/3916,3916,PENALVA,MA
http://www.cptec.inpe.br/cidades/tempo/3764,3764,PARAÍSO,SC
http://www.cptec.inpe.br/cidades/tempo/1890,1890,ENTRE RIOS,BA
http://www.cptec.inpe.br/cidades/tempo/3738,3738,PALMITOS,SC
http://www.cptec.inpe.br/cidades/tempo/2507,2507,ITACARÉ,BA
http://www.cptec.inpe.br/cidades/tempo/5153,5153,SÉRIO,RS
http://www.cptec.inpe.br/cidades/tempo/5311,5311,TAPARUBA,MG
http://www.cptec.inpe.br/cidades/tempo/1290,1290,CAPIM,PB
http://www.cptec.inpe.br/cidades/tempo/5892,5892,VILA VELHA,AP
http://www.cptec.inpe.br/cidades/tempo/1747,1747,DARCINÓPOLIS,TO
http://www.cptec.inpe.br/cidades/tempo/2079,2079,FRONTEIRA,MG
http://www.cptec.inpe.br/cidades/tempo/4286,4286,REALEZA,PR
http://www.cptec.inpe.br/cidades/tempo/435,435,AMARALINA,GO
http://www.cptec.inpe.br/cidades/tempo/508,508,ANTÔNIO JOÃO,MS
http://www.cptec.inpe.br/cidades/tempo/3427,3427,NACIP RAYDAN,MG
http://www.cptec.inpe.br/cidades/tempo/1431,1431,CAXIAS DO SUL,RS
http://www.cptec.inpe.br/cidades/tempo/4547,4547,SANTA CRUZ DE MONTE CASTELO,PR
http://www.cptec.inpe.br/cidades/tempo/3960,3960,PIEDADE DO RIO GRANDE,MG
http://www.cptec.inpe.br/cidades/tempo/2474,2474,IRANI,SC
http://www.cptec.inpe.br/cidades/tempo/2213,2213,GUARACI,SP
http://www.cptec.inpe.br/cidades/tempo/4282,4282,RANCHO QUEIMADO,SC
http://www.cptec.inpe.br/cidades/tempo/5340,5340,TARRAFAS,CE
http://www.cptec.inpe.br/cidades/tempo/3276,3276,MIRAGUAÍ,RS
http://www.cptec.inpe.br/cidades/tempo/4676,4676,SANTANA DO IPANEMA,AL
http://www.cptec.inpe.br/cidades/tempo/4359,4359,RIBEIRÓPOLIS,SE
http://www.cptec.inpe.br/cidades/tempo/5826,5826,ELDORADO DO XINGU,PA
http://www.cptec.inpe.br/cidades/tempo/4510,4510,SANANDUVA,RS
http://www.cptec.inpe.br/cidades/tempo/4061,4061,PLANALTO ALEGRE,SC
http://www.cptec.inpe.br/cidades/tempo/4666,4666,SANTANA DA VARGEM,MG
http://www.cptec.inpe.br/cidades/tempo/1692,1692,CROMÍNIA,GO
http://www.cptec.inpe.br/cidades/tempo/5872,5872,VELHA BOIPEBA,BA
http://www.cptec.inpe.br/cidades/tempo/5834,5834,VIDA NOVA,PA
http://www.cptec.inpe.br/cidades/tempo/2549,2549,ITAMBARACÁ,PR
http://www.cptec.inpe.br/cidades/tempo/1650,1650,CORUMBIARA,RO
http://www.cptec.inpe.br/cidades/tempo/1404,1404,CASTRO ALVES,BA
http://www.cptec.inpe.br/cidades/tempo/2760,2760,JATOBÁ,MA
http://www.cptec.inpe.br/cidades/tempo/5686,5686,VISEU,PA
http://www.cptec.inpe.br/cidades/tempo/3785,3785,PARANHOS,MS
http://www.cptec.inpe.br/cidades/tempo/2559,2559,ITANHÉM,BA
http://www.cptec.inpe.br/cidades/tempo/5606,5606,VÁRZEA ALEGRE,CE
http://www.cptec.inpe.br/cidades/tempo/1284,1284,CAPELA DE SANTANA,RS
http://www.cptec.inpe.br/cidades/tempo/4105,4105,PONTE SERRADA,SC
http://www.cptec.inpe.br/cidades/tempo/767,767,BARRA DO QUARAÍ,RS
http://www.cptec.inpe.br/cidades/tempo/402,402,ALTO PARAGUAI,MT
http://www.cptec.inpe.br/cidades/tempo/4689,4689,SANTANA DOS GARROTES,PB
http://www.cptec.inpe.br/cidades/tempo/867,867,BITURUNA,PR
http://www.cptec.inpe.br/cidades/tempo/2862,2862,JUSSARA,PR
http://www.cptec.inpe.br/cidades/tempo/1410,1410,CATARINA,CE
http://www.cptec.inpe.br/cidades/tempo/1384,1384,CASCA,RS
http://www.cptec.inpe.br/cidades/tempo/1025,1025,BUGRE,MG
http://www.cptec.inpe.br/cidades/tempo/3087,3087,MANFRINÓPOLIS,PR
http://www.cptec.inpe.br/cidades/tempo/5364,5364,TEODORO SAMPAIO,BA
http://www.cptec.inpe.br/cidades/tempo/2307,2307,IBICARÉ,SC
http://www.cptec.inpe.br/cidades/tempo/4248,4248,QUEIMADAS,PB
http://www.cptec.inpe.br/cidades/tempo/1321,1321,CARANGOLA,MG
http://www.cptec.inpe.br/cidades/tempo/3482,3482,NOVA ALVORADA DO SUL,MS
http://www.cptec.inpe.br/cidades/tempo/5229,5229,SÍTIO DO MATO,BA
http://www.cptec.inpe.br/cidades/tempo/5537,5537,UNIÃO,PI
http://www.cptec.inpe.br/cidades/tempo/5468,5468,TUCANO,BA
http://www.cptec.inpe.br/cidades/tempo/3770,3770,PARAMIRIM,BA
http://www.cptec.inpe.br/cidades/tempo/3759,3759,PARAÍBA DO SUL,RJ
http://www.cptec.inpe.br/cidades/tempo/1958,1958,FARIAS BRITO,CE
http://www.cptec.inpe.br/cidades/tempo/4868,4868,SÃO JOÃO DAS DUAS PONTES,SP
http://www.cptec.inpe.br/cidades/tempo/5113,5113,SEABRA,BA
http://www.cptec.inpe.br/cidades/tempo/5898,5898,PECÉM,CE
http://www.cptec.inpe.br/cidades/tempo/491,491,ANHUMAS,SP
http://www.cptec.inpe.br/cidades/tempo/2254,2254,GUIMARÂNIA,MG
http://www.cptec.inpe.br/cidades/tempo/4539,4539,SANTA CRUZ CABRÁLIA,BA
http://www.cptec.inpe.br/cidades/tempo/320,320,ÁGUAS VERMELHAS,MG
http://www.cptec.inpe.br/cidades/tempo/3357,3357,MONTES ALTOS,MA
http://www.cptec.inpe.br/cidades/tempo/1541,1541,COLORADO,RS
http://www.cptec.inpe.br/cidades/tempo/2854,2854,JURU,PB
http://www.cptec.inpe.br/cidades/tempo/2925,2925,LAJEADO NOVO,MA
http://www.cptec.inpe.br/cidades/tempo/2820,2820,JUARA,MT
http://www.cptec.inpe.br/cidades/tempo/4094,4094,PONTAL DO PARANÁ,PR
http://www.cptec.inpe.br/cidades/tempo/4223,4223,PRINCESA ISABEL,PB
http://www.cptec.inpe.br/cidades/tempo/2756,2756,JATAIZINHO,PR
http://www.cptec.inpe.br/cidades/tempo/856,856,BETÂNIA DO PIAUÍ,PI
http://www.cptec.inpe.br/cidades/tempo/1369,1369,CARNEIRINHO,MG
http://www.cptec.inpe.br/cidades/tempo/439,439,AMATURÁ,AM
http://www.cptec.inpe.br/cidades/tempo/3170,3170,MARMELEIRO,PR
http://www.cptec.inpe.br/cidades/tempo/3779,3779,PARANAPANEMA,SP
http://www.cptec.inpe.br/cidades/tempo/2261,2261,GURUPI,TO
http://www.cptec.inpe.br/cidades/tempo/5047,5047,SÃO ROQUE DE MINAS,MG
http://www.cptec.inpe.br/cidades/tempo/3661,3661,OURÉM,PA
http://www.cptec.inpe.br/cidades/tempo/4340,4340,RIBEIRA DO PIAUÍ,PI
http://www.cptec.inpe.br/cidades/tempo/5684,5684,VIRMOND,PR
http://www.cptec.inpe.br/cidades/tempo/3786,3786,PARAOPEBA,MG
http://www.cptec.inpe.br/cidades/tempo/4521,4521,SANTA BÁRBARA DE GOIÁS,GO
http://www.cptec.inpe.br/cidades/tempo/4683,4683,SANTANA DO MUNDAÚ,AL
http://www.cptec.inpe.br/cidades/tempo/4312,4312,RESTINGA,SP
http://www.cptec.inpe.br/cidades/tempo/1217,1217,CAMPOS BORGES,RS
http://www.cptec.inpe.br/cidades/tempo/3709,3709,PALESTINA DO PARÁ,PA
http://www.cptec.inpe.br/cidades/tempo/4799,4799,SÃO FÉLIX DO ARAGUAIA,MT
http://www.cptec.inpe.br/cidades/tempo/5012,5012,SÃO MIGUEL DO TAPUIO,PI
http://www.cptec.inpe.br/cidades/tempo/2517,2517,ITAGUAÍ,RJ
http://www.cptec.inpe.br/cidades/tempo/3167,3167,MARITUBA,PA
http://www.cptec.inpe.br/cidades/tempo/3512,3512,NOVA EUROPA,SP
http://www.cptec.inpe.br/cidades/tempo/969,969,BOTUMIRIM,MG
http://www.cptec.inpe.br/cidades/tempo/2159,2159,GOVERNADOR JORGE TEIXEIRA,RO
http://www.cptec.inpe.br/cidades/tempo/3247,3247,MESSIAS TARGINO,RN
http://www.cptec.inpe.br/cidades/tempo/1360,1360,CARMO DO RIO VERDE,GO
http://www.cptec.inpe.br/cidades/tempo/4445,4445,RONDON,PR
http://www.cptec.inpe.br/cidades/tempo/4011,4011,PIRAÍ,RJ
http://www.cptec.inpe.br/cidades/tempo/1688,1688,CRISTÓPOLIS,BA
http://www.cptec.inpe.br/cidades/tempo/1311,1311,CARAÃ,RS
http://www.cptec.inpe.br/cidades/tempo/490,490,ANHEMBI,SP
http://www.cptec.inpe.br/cidades/tempo/1951,1951,EXTREMOZ,RN
http://www.cptec.inpe.br/cidades/tempo/1433,1433,CEARÁ-MIRIM,RN
http://www.cptec.inpe.br/cidades/tempo/4463,4463,RUBINÉIA,SP
http://www.cptec.inpe.br/cidades/tempo/552,552,ARAGARÇAS,GO
http://www.cptec.inpe.br/cidades/tempo/4325,4325,RIACHO DAS ALMAS,PE
http://www.cptec.inpe.br/cidades/tempo/2696,2696,JAGUARAÇU,MG
http://www.cptec.inpe.br/cidades/tempo/3125,3125,MARATAIZES,ES
http://www.cptec.inpe.br/cidades/tempo/3433,3433,NATALÂNDIA,MG
http://www.cptec.inpe.br/cidades/tempo/5259,5259,SUD MENNUCCI,SP
http://www.cptec.inpe.br/cidades/tempo/3696,3696,PAES LANDIM,PI
http://www.cptec.inpe.br/cidades/tempo/4399,4399,RIO GRANDE DO PIAUÍ,PI
http://www.cptec.inpe.br/cidades/tempo/1534,1534,COLMÉIA,TO
http://www.cptec.inpe.br/cidades/tempo/432,432,AMAPORÃ,PR
http://www.cptec.inpe.br/cidades/tempo/2949,2949,LAURENTINO,SC
http://www.cptec.inpe.br/cidades/tempo/3217,3217,MATRIZ DE CAMARAGIBE,AL
http://www.cptec.inpe.br/cidades/tempo/791,791,BARRO DURO,PI
http://www.cptec.inpe.br/cidades/tempo/5351,5351,TEIXEIRA,PB
http://www.cptec.inpe.br/cidades/tempo/2853,2853,JURIPIRANGA,PB
http://www.cptec.inpe.br/cidades/tempo/4913,4913,SÃO JOSÉ DA COROA GRANDE,PE
http://www.cptec.inpe.br/cidades/tempo/5865,5865,TRANCOSO,BA
http://www.cptec.inpe.br/cidades/tempo/5847,5847,SÃO MIGUEL DO GOSTOSO,RN
http://www.cptec.inpe.br/cidades/tempo/3812,3812,PASSA QUATRO,MG
http://www.cptec.inpe.br/cidades/tempo/5257,5257,SUCUPIRA DO NORTE,MA
http://www.cptec.inpe.br/cidades/tempo/4358,4358,RIBEIRO GONÇALVES,PI
http://www.cptec.inpe.br/cidades/tempo/492,492,ANICUNS,GO
http://www.cptec.inpe.br/cidades/tempo/3991,3991,PINHÃO,SE
http://www.cptec.inpe.br/cidades/tempo/1109,1109,CAIABU,SP
http://www.cptec.inpe.br/cidades/tempo/3493,3493,NOVA BRASILÂNDIA,MT
http://www.cptec.inpe.br/cidades/tempo/5452,5452,TRÊS RANCHOS,GO
http://www.cptec.inpe.br/cidades/tempo/5624,5624,VERA,MT
http://www.cptec.inpe.br/cidades/tempo/3529,3529,NOVA ITARANA,BA
http://www.cptec.inpe.br/cidades/tempo/4546,4546,SANTA CRUZ DE MINAS,MG
http://www.cptec.inpe.br/cidades/tempo/2845,2845,JUPI,PE
http://www.cptec.inpe.br/cidades/tempo/4116,4116,PORCIÚNCULA,RJ
http://www.cptec.inpe.br/cidades/tempo/2649,2649,ITUMBIARA,GO
http://www.cptec.inpe.br/cidades/tempo/1417,1417,CATOLÉ DO ROCHA,PB
http://www.cptec.inpe.br/cidades/tempo/3591,3591,NOVO HAMBURGO,RS
http://www.cptec.inpe.br/cidades/tempo/1271,1271,CANTANHEDE,MA
http://www.cptec.inpe.br/cidades/tempo/1201,1201,CAMPO FORMOSO,BA
http://www.cptec.inpe.br/cidades/tempo/5660,5660,VIEIRÓPOLIS,PB
http://www.cptec.inpe.br/cidades/tempo/3806,3806,PARNAÍBA,PI
http://www.cptec.inpe.br/cidades/tempo/233,233,MACEIÓ,AL
http://www.cptec.inpe.br/cidades/tempo/1637,1637,CÓRREGO DO OURO,GO
http://www.cptec.inpe.br/cidades/tempo/3036,3036,MACEDÔNIA,SP
http://www.cptec.inpe.br/cidades/tempo/331,331,AJURICABA,RS
http://www.cptec.inpe.br/cidades/tempo/2301,2301,IBIAÍ,MG
http://www.cptec.inpe.br/cidades/tempo/636,636,ARROIO DO MEIO,RS
http://www.cptec.inpe.br/cidades/tempo/2953,2953,LAVÍNIA,SP
http://www.cptec.inpe.br/cidades/tempo/391,391,ALTO ALEGRE DO PINDARÉ,MA
http://www.cptec.inpe.br/cidades/tempo/597,597,ARATIBA,RS
http://www.cptec.inpe.br/cidades/tempo/3016,3016,LUNARDELLI,PR
http://www.cptec.inpe.br/cidades/tempo/4858,4858,SÃO JOÃO DA FRONTEIRA,PI
http://www.cptec.inpe.br/cidades/tempo/3585,3585,NOVO ARIPUANÃ,AM
http://www.cptec.inpe.br/cidades/tempo/5706,5706,WAGNER,BA
http://www.cptec.inpe.br/cidades/tempo/4998,4998,SÃO MIGUEL DA BAIXA GRANDE,PI
http://www.cptec.inpe.br/cidades/tempo/2691,2691,JACUPIRANGA,SP
http://www.cptec.inpe.br/cidades/tempo/5167,5167,SERRA DO SALITRE,MG
http://www.cptec.inpe.br/cidades/tempo/4962,4962,SÃO JOSÉ DOS BASÍLIOS,MA
http://www.cptec.inpe.br/cidades/tempo/2216,2216,GUARACIABA,SC
http://www.cptec.inpe.br/cidades/tempo/1851,1851,DUAS ESTRADAS,PB
http://www.cptec.inpe.br/cidades/tempo/4158,4158,PORTO WALTER,AC
http://www.cptec.inpe.br/cidades/tempo/3431,3431,NAQUE,MG
http://www.cptec.inpe.br/cidades/tempo/231,231,JOÃO PESSOA,PB
http://www.cptec.inpe.br/cidades/tempo/2837,2837,JUMIRIM,SP
http://www.cptec.inpe.br/cidades/tempo/1171,1171,CAMPESTRE DE GOIÁS,GO
http://www.cptec.inpe.br/cidades/tempo/3349,3349,MONTE SANTO,BA
http://www.cptec.inpe.br/cidades/tempo/482,482,ANGICAL,BA
http://www.cptec.inpe.br/cidades/tempo/4067,4067,POÇÃO DE PEDRAS,MA
